invoice_id,vendor_name,vendor_gstin,amount,tax_amount,tax_rate,invoice_date,submission_date,po_number,bank_account,payment_terms,is_anomaly,anomaly_type
INV-08249,Trigent Software,36QTNYS5556X2N0,834205.6,150157.01,0.18,2024-02-12,2024-02-14,PO-3768-HPEP,ECZJ1508087801977,Net 60,0,none
INV-05652,Supertron Electronics,84APENV3195F9K0,570675.71,102721.63,0.18,2024-10-22,2024-10-29,PO-7887-XCCC,VZIL5372592617511,Net 60,0,none
INV-09828,TCS Digital Solutions,27KTEYT5863X9D1,1722900.45,310122.08,0.18,2025-08-24,2023-09-17,PO-1627-ZAFY,FAPF5400877480084,Net 30,1,future_dated
INV-03152,Cybage Software,98HJBYU1008W1C4,1021052.2,183789.4,0.18,2023-02-15,2023-02-20,PO-8955-YEKM,WGLM6397054812707,Net 30,0,none
INV-09842,Accelya Solutions,24BSBQF3370E9Q0,1962520.21,353253.64,0.18,2024-01-08,2024-01-12,PO-EXP-6653,TBBS8321851120284,Net 30,1,expired_po
INV-00206,Softcell Technologies,35UAQEX7902T9I4,1527329.45,274919.3,0.18,2023-10-30,2023-11-11,PO-3542-RWKO,ZAPZ4138823350355,Net 30,0,none
INV-01631,Nihilent Ltd,40FXSPS1480H9K9,504409.63,90793.73,0.18,2023-01-20,2023-01-25,PO-4884-EZLL,EEBH9895003066871,Net 60,0,none
INV-03502,Trigent Software,36QTNYS5556X2N0,756779.56,136220.32,0.18,2024-06-20,2024-06-27,PO-0328-ETOX,ECZJ1508087801977,Net 60,0,none
INV-08414,Nucleus Software,81IGLOX7451R2J4,1017576.18,183163.71,0.18,2024-05-27,2024-06-05,PO-6378-BCDG,RZGA5670979487253,Net 45,0,none
INV-06082,Sasken Technologies,25RXQUY1695H6N4,1069085.52,192435.39,0.18,2024-04-15,2024-04-18,PO-0794-DLWY,RRWX9093164663159,Net 30,0,none
INV-04698,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1419760.22,255556.84,0.18,2024-06-03,2024-06-10,PO-4499-LTDG,IYYO4074583251825,Net 30,0,none
INV-07003,Nihilent Ltd,40FXSPS1480H9K9,588925.69,106006.62,0.18,2024-04-01,2024-04-02,PO-1891-WHDS,EEBH9895003066871,Net 60,0,none
INV-04584,Cybage Software,98HJBYU1008W1C4,1334415.48,240194.79,0.18,2023-06-26,2023-07-04,PO-2510-YXXH,WGLM6397054812707,Net 60,0,none
INV-03782,Infosys BPM Ltd,68WMBDP4359A6Y4,987267.41,177708.13,0.18,2024-12-09,2024-12-18,PO-2996-HYFA,FQYO8585635822023,Net 45,0,none
INV-07033,Tata Elxsi,97SMFIV1461U2P8,1072160.28,192988.85,0.18,2024-05-13,2024-05-23,PO-9921-GHCH,EGTM3209446746385,Net 30,0,none
INV-05199,NIIT Technologies,06ENXBW2738B9L4,1629218.73,293259.37,0.18,2023-01-09,2023-01-17,PO-4374-PXYU,JQRT0779311872435,Net 30,0,none
INV-04845,Cybage Software,98HJBYU1008W1C4,894557.5,161020.35,0.18,2023-02-23,2023-03-02,PO-8017-JHGG,WGLM6397054812707,Net 30,0,none
INV-06344,Tanla Platforms,59LWUTS7773W2B4,1232216.32,221798.94,0.18,2023-01-05,2023-01-13,PO-8017-JHGG,HOSN7336413677532,Net 45,0,none
INV-09674,NIIT Technologies,06ENXBW2738B9L4,1235159.97,222328.79,0.18,2023-04-08,2024-11-14,PO-2887-FKOI,JQRT0779311872435,Net 60,1,weekend_invoice
INV-04891,Ingram Micro India,10XXYGH4786J3K5,383942.73,69109.69,0.18,2023-12-13,2023-12-24,PO-7979-PHVH,FXHM7550788670183,Net 30,0,none
INV-02139,Tata Elxsi,97SMFIV1461U2P8,1025878.36,184658.1,0.18,2024-10-09,2024-10-23,PO-0170-VOQW,EGTM3209446746385,Net 45,0,none
INV-00680,Wipro Technologies,69NFNFG9475I4R1,271797.01,48923.46,0.18,2024-10-31,2024-11-03,PO-5202-VZFE,ZUPT8856179560914,Net 30,0,none
INV-01919,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1825118.17,328521.27,0.18,2024-04-24,2024-05-03,PO-5328-DMIZ,IYYO4074583251825,Net 45,0,none
INV-03456,Geometric Ltd,90XHMDH5605X3E0,81641.17,14695.41,0.18,2023-08-14,2023-08-22,PO-3579-GXQW,ZVZR2605281559933,Net 60,0,none
INV-08896,Nihilent Ltd,40FXSPS1480H9K9,1500000.0,270000.0,0.18,2024-10-28,2024-11-02,PO-0870-PNJV,EEBH9895003066871,Net 45,1,round_number
INV-06803,Mindtree Solutions,41KAGCW4268B9S1,358171.07,64470.79,0.18,2024-11-18,2024-12-02,PO-4759-ZLGJ,LHQZ3386182735187,Net 60,0,none
INV-06126,Sonata Software,32OVHHT7499K8D7,1549619.42,278931.5,0.18,2023-09-12,2023-09-27,PO-9896-OMTP,YADT3226199171827,Net 60,0,none
INV-01806,Zensar IT Services,09TZXPP4803A4M3,331098.75,59597.77,0.18,2023-01-05,2023-01-06,PO-0177-XHXJ,MTDJ1912550590581,Net 60,0,none
INV-03778,Dynacons Systems,26LIUNY2215P3K8,1559259.69,280666.74,0.18,2023-01-31,2023-02-07,PO-7111-ZHUL,BVBH8217355343820,Net 60,0,none
INV-01690,Nucleus Software,81IGLOX7451R2J4,773258.83,139186.59,0.18,2023-01-04,2023-01-15,PO-2887-FKOI,RZGA5670979487253,Net 60,0,none
INV-01138,Saksoft Ltd,80AHUXH4281M5Z6,1703016.32,306542.94,0.18,2024-06-17,2024-06-29,PO-6988-LPMR,HEZJ2452796367589,Net 45,0,none
INV-08888,Kellton Tech,86ZEYPH2930B1L1,1000000.0,180000.0,0.18,2024-06-21,2024-06-28,PO-6042-VJLF,HNPR8007103208557,Net 60,1,round_number
INV-05340,Tata Elxsi,97SMFIV1461U2P8,1162505.68,209251.02,0.18,2024-12-30,2025-01-08,PO-5294-FCRR,EGTM3209446746385,Net 60,0,none
INV-07683,Geometric Ltd,90XHMDH5605X3E0,87586.91,15765.64,0.18,2024-05-28,2024-06-10,PO-6374-ZCEB,ZVZR2605281559933,Net 30,0,none
INV-04923,Supertron Electronics,84APENV3195F9K0,418017.21,75243.1,0.18,2024-08-27,2024-09-01,PO-9431-RTHO,VZIL5372592617511,Net 30,0,none
INV-05629,KALS Info Systems,94MSBNM9654Q1J8,315475.27,56785.55,0.18,2024-01-29,2024-02-04,PO-0055-NQML,DGBS9006011018028,Net 30,0,none
INV-04156,Iris Computers,92JDQBJ6656M3R2,2100895.57,378161.2,0.18,2023-02-13,2023-02-20,PO-7887-XCCC,CFEY9201378382544,Net 30,0,none
INV-04918,Nucleus Software,81IGLOX7451R2J4,1068462.95,192323.33,0.18,2024-07-08,2024-07-20,PO-2399-CSSA,RZGA5670979487253,Net 60,0,none
INV-03055,Hexaware Technologies,73UYSOI6520N3R6,416272.67,74929.08,0.18,2024-07-22,2024-08-02,PO-7595-VJJY,WJUQ9385943177536,Net 30,0,none
INV-08163,Dynacons Systems,26LIUNY2215P3K8,1876013.22,337682.38,0.18,2023-11-09,2023-11-12,PO-3262-HDFJ,BVBH8217355343820,Net 30,0,none
INV-07492,Infostretch Corp,54JDQHL2140L0A3,124445.77,22400.24,0.18,2023-05-12,2023-05-20,PO-0812-ZVPI,ATOL2872376618802,Net 60,0,none
INV-00959,Zensar IT Services,09TZXPP4803A4M3,260652.8,46917.5,0.18,2023-01-10,2023-01-13,PO-5906-CIYB,MTDJ1912550590581,Net 45,0,none
INV-07382,Mindtree Solutions,41KAGCW4268B9S1,400665.19,72119.73,0.18,2023-10-30,2023-11-06,PO-3439-TISC,LHQZ3386182735187,Net 60,0,none
INV-06760,Hexaware Technologies,73UYSOI6520N3R6,543056.01,97750.08,0.18,2023-02-06,2023-02-16,PO-9352-ANIB,WJUQ9385943177536,Net 45,0,none
INV-00340,Cybage Software,98HJBYU1008W1C4,1090364.78,196265.66,0.18,2023-10-13,2023-10-17,PO-4625-SWDO,WGLM6397054812707,Net 30,0,none
INV-08734,Trigent Software,36QTNYS5556X2N0,347147.66,62486.58,0.18,2024-03-19,2024-03-30,PO-2370-PNNL,ECZJ1508087801977,Net 45,1,split_invoice
INV-05405,Savex Technologies,76UXAQM2870D6A5,718465.31,129323.76,0.18,2023-06-26,2023-07-05,PO-5451-NIPP,JBED3078188120744,Net 60,0,none
INV-02091,Sonata Software,32OVHHT7499K8D7,1369699.01,246545.82,0.18,2023-07-12,2023-07-19,PO-7660-NSSW,YADT3226199171827,Net 30,0,none
INV-01820,Nihilent Ltd,40FXSPS1480H9K9,537730.71,96791.53,0.18,2023-04-03,2023-04-05,PO-8800-SGYR,EEBH9895003066871,Net 45,0,none
INV-04379,HCL Services Pvt Ltd,06XCPDQ3781A7P5,117403.38,21132.61,0.18,2024-04-29,2024-05-14,PO-3579-GXQW,YREG7445396518713,Net 60,0,none
INV-01958,KPIT Technologies,38VEAAX3653Y0Y0,514065.61,92531.81,0.18,2023-03-06,2023-03-15,PO-7523-BHTT,FKSA0820239639002,Net 60,0,none
INV-07819,Intellect Design,01NIEOP0002L0N2,708333.73,127500.07,0.18,2023-05-15,2023-05-29,PO-2399-CSSA,BSXL3681265929761,Net 45,0,none
INV-00344,Tech Mahindra Ltd,50ATKML8414N4Z6,608742.85,109573.71,0.18,2024-12-31,2025-01-08,PO-8339-HZUT,XBCB1352237333077,Net 60,0,none
INV-O8623,Hexaware Technologies,73UYSOI6520N3R6,597971.3,107634.83,0.18,2023-01-13,2023-01-21,PO-1176-KLZF,WJUQ9385943177536,Net 60,1,near_duplicate
INV-02760,Mphasis Corp,14FZNUS4574A1G9,425118.9,76521.4,0.18,2024-09-04,2024-09-19,PO-3836-ISAB,XQWR8677855643397,Net 45,0,none
INV-03203,Majesco Ltd,85BEHHA7355T6K4,1669036.38,300426.55,0.18,2024-04-12,2024-04-13,PO-7153-IEKM,XLJV8093123115690,Net 45,0,none
INV-08515,Majesco Ltd,85BEHHA7355T6K4,1648007.2,296641.3,0.18,2024-10-17,2024-10-29,PO-6950-YKHA,XLJV8093123115690,Net 45,1,exact_duplicate
INV-08854,Infosys BPM Ltd,68WMBDP4359A6Y4,18000000.0,3240000.0,0.18,2024-07-26,2024-08-07,PO-1324-SHFI,FQYO8585635822023,Net 60,1,round_number
INV-08216,Zensar IT Services,09TZXPP4803A4M3,314609.91,56629.78,0.18,2023-05-11,2023-05-25,PO-4665-RQQE,MTDJ1912550590581,Net 45,0,none
INV-05992,Softcell Technologies,35UAQEX7902T9I4,1393128.26,250763.09,0.18,2023-12-15,2023-12-19,PO-3439-TISC,ZAPZ4138823350355,Net 30,0,none
INV-05829,Cybage Software,98HJBYU1008W1C4,1324926.03,238486.69,0.18,2023-05-22,2023-05-30,PO-6030-YQJB,WGLM6397054812707,Net 30,0,none
INV-02446,Sonata Software,32OVHHT7499K8D7,1036135.13,186504.32,0.18,2023-09-27,2023-10-07,PO-7998-CUCA,YADT3226199171827,Net 30,0,none
INV-01310,Subex Ltd,30VHFNS3751Q1W1,1338574.45,240943.4,0.18,2024-04-10,2024-04-18,PO-5298-NJMY,ELVQ0484796554552,Net 60,0,none
INV-02232,TCS Digital Solutions,27KTEYT5863X9D1,1383802.52,249084.45,0.18,2024-10-28,2024-10-30,PO-2153-SYMJ,FAPF5400877480084,Net 60,0,none
INV-01527,Compuage Infocom,13KLEPU6075O6Y2,1162625.81,209272.65,0.18,2023-09-12,2023-09-21,PO-7523-BHTT,ELRI9763961994631,Net 45,0,none
INV-03376,Ingram Micro India,10XXYGH4786J3K5,280582.99,50504.94,0.18,2023-03-27,2023-04-11,PO-3768-HPEP,FXHM7550788670183,Net 45,0,none
INV-04448,Supertron Electronics,84APENV3195F9K0,624135.24,112344.34,0.18,2023-07-25,2023-08-09,PO-0041-IYHI,VZIL5372592617511,Net 60,0,none
INV-02271,Sonata Software,32OVHHT7499K8D7,1244117.13,223941.08,0.18,2024-04-30,2024-05-09,PO-9661-LQUX,YADT3226199171827,Net 45,0,none
INV-02434,Birlasoft Ltd,60TTQUN5387R6H1,543635.33,97854.36,0.18,2024-01-16,2024-01-26,PO-0054-SVIC,VRVF2849035694298,Net 30,0,none
INV-09295,BMR CONSULTORIA Y CONSTRUCCIÓN S.A.C.,40AJQAN7525K3K9,271613.29,48890.39,0.18,2024-04-03,2024-04-06,PO-6679-BTUL,YECP5603778430224,Net 30,1,blacklisted_vendor
INV-05592,Saksoft Ltd,80AHUXH4281M5Z6,1224646.97,220436.45,0.18,2024-09-20,2024-10-04,PO-6679-BTUL,HEZJ2452796367589,Net 45,0,none
INV-04549,Dynacons Systems,26LIUNY2215P3K8,1690420.76,304275.74,0.18,2023-09-27,2023-10-06,PO-5506-SBKJ,BVBH8217355343820,Net 45,0,none
INV-06928,Nihilent Ltd,40FXSPS1480H9K9,530487.43,95487.74,0.18,2024-08-16,2024-08-22,PO-8595-DZKY,EEBH9895003066871,Net 60,0,none
INV-01265,KALS Info Systems,94MSBNM9654Q1J8,423461.93,76223.15,0.18,2024-04-15,2024-04-26,PO-5014-RCOO,DGBS9006011018028,Net 30,0,none
INV-02852,Accelya Solutions,24BSBQF3370E9Q0,1692930.62,304727.51,0.18,2023-06-06,2023-06-14,PO-5014-RCOO,TBBS8321851120284,Net 45,0,none
INV-05618,Birlasoft Ltd,60TTQUN5387R6H1,450100.95,81018.17,0.18,2023-01-16,2023-01-18,PO-1176-KLZF,VRVF2849035694298,Net 30,0,none
INV-05825,Supertron Electronics,84APENV3195F9K0,423909.09,76303.64,0.18,2024-06-24,2024-07-01,PO-0547-NQNQ,VZIL5372592617511,Net 60,0,none
INV-00904,Softcell Technologies,35UAQEX7902T9I4,1306901.49,235242.27,0.18,2024-09-09,2024-09-18,PO-4984-CKPW,ZAPZ4138823350355,Net 60,0,none
INV-03869,Hexaware Technologies,73UYSOI6520N3R6,600480.18,108086.43,0.18,2024-12-23,2024-12-27,PO-3231-GMZJ,WJUQ9385943177536,Net 45,0,none
INV-07883,Nucleus Software,81IGLOX7451R2J4,730774.71,131539.45,0.18,2024-10-21,2024-10-27,PO-3431-DETM,RZGA5670979487253,Net 60,0,none
INV-07122,Nihilent Ltd,40FXSPS1480H9K9,431705.95,77707.07,0.18,2023-04-14,2023-04-18,PO-2887-FKOI,EEBH9895003066871,Net 45,0,none
INV-07317,Cigniti Technologies,59ECPPK4618N3Z7,133440.4,24019.27,0.18,2023-10-12,2023-10-24,PO-5449-CUJH,SOEQ8611660011752,Net 30,0,none
INV-03977,Dynacons Systems,26LIUNY2215P3K8,1759679.46,316742.3,0.18,2023-08-21,2023-08-23,PO-4516-FTCE,BVBH8217355343820,Net 30,0,none
INV-04220,Accelya Solutions,24BSBQF3370E9Q0,1576402.69,283752.48,0.18,2024-02-13,2024-02-25,PO-1444-NBSQ,TBBS8321851120284,Net 60,0,none
INV-08692,Sasken Technologies,25RXQUY1695H6N4,627190.35,112894.26,0.18,2023-10-30,2023-11-01,PO-8046-RGAE,RRWX9093164663159,Net 30,1,split_invoice
INV-03801,Saksoft Ltd,80AHUXH4281M5Z6,1548030.48,278645.49,0.18,2024-02-02,2024-02-12,PO-0328-ETOX,HEZJ2452796367589,Net 30,0,none
INV-03577,Wipro Technologies,69NFNFG9475I4R1,336599.64,60587.94,0.18,2023-04-11,2023-04-14,PO-5247-QHLB,ZUPT8856179560914,Net 45,0,none
INV-09287,PSL ENGINEERING PRIVATE LIMITED,00WJJCB1642C2M5,471136.87,84804.64,0.18,2024-02-06,2024-02-09,PO-0997-QNJC,SEDT4128785286760,Net 30,1,blacklisted_vendor
INV-09762,Xoriant Solutions,76CCDAX0817X2D1,1552078.06,279374.05,0.18,2025-10-25,2023-10-27,PO-6042-VJLF,KMUY6413692964089,Net 45,1,future_dated
INV-01014,Ingram Micro India,10XXYGH4786J3K5,306785.18,55221.33,0.18,2024-12-06,2024-12-13,PO-2671-CMBR,FXHM7550788670183,Net 60,0,none
INV-01272,Compuage Infocom,13KLEPU6075O6Y2,978962.11,176213.18,0.18,2023-05-22,2023-05-28,PO-6303-DRBF,ELRI9763961994631,Net 30,0,none
INV-03592,Subex Ltd,30VHFNS3751Q1W1,1872902.55,337122.46,0.18,2024-09-16,2024-09-18,PO-0080-LKZN,ELVQ0484796554552,Net 45,0,none
INV-04460,Cyient Ltd,72RREQY3980C4W7,1501554.55,270279.82,0.18,2023-01-04,2023-01-13,PO-2893-EYOE,IECV9217915203127,Net 45,0,none
INV-06918,Persistent Systems,64YNHIH3193U2F2,1612168.45,290190.32,0.18,2023-02-07,2023-02-22,PO-0380-KSKA,QFQJ7666680899218,Net 45,0,none
INV-05073,Infosys BPM Ltd,68WMBDP4359A6Y4,1785569.07,321402.43,0.18,2023-12-11,2023-12-17,PO-0170-VOQW,FQYO8585635822023,Net 60,0,none
INV-04204,Subex Ltd,30VHFNS3751Q1W1,1782022.73,320764.09,0.18,2024-07-01,2024-07-12,PO-5728-XXQU,ELVQ0484796554552,Net 60,0,none
INV-09972,Savex Technologies,76UXAQM2870D6A5,678666.85,122160.03,0.18,2023-10-19,2024-01-23,PO-7355-TJCS,JBED3078188120744,Net 30,1,late_submission
INV-06983,Xoriant Solutions,76CCDAX0817X2D1,1321074.9,237793.48,0.18,2024-03-13,2024-03-18,PO-0477-BRYU,KMUY6413692964089,Net 45,0,none
INV-02634,Redington India,74KICEN7451I0R9,519685.35,93543.36,0.18,2024-11-08,2024-11-20,PO-1017-OVAU,SIXB8636619074973,Net 45,0,none
INV-03930,TCS Digital Solutions,27KTEYT5863X9D1,1455320.84,261957.75,0.18,2024-09-02,2024-09-06,PO-8418-NUYT,FAPF5400877480084,Net 45,0,none
INV-O866l,Tata Elxsi,97SMFIV1461U2P8,1235716.05,222428.89,0.18,2024-12-02,2024-12-11,PO-4399-NLWD,EGTM3209446746385,Net 45,1,near_duplicate
INV-08348,Rashi Peripherals,81YZTAE9223U6Z3,803788.23,144681.88,0.18,2024-09-11,2024-09-18,PO-9192-KWQI,TIKE0673845888831,Net 45,0,none
INV-07607,Cigniti Technologies,59ECPPK4618N3Z7,94201.88,16956.34,0.18,2024-12-25,2024-12-26,PO-2015-FVSH,SOEQ8611660011752,Net 30,0,none
INV-04702,Cybage Software,98HJBYU1008W1C4,876632.06,157793.77,0.18,2023-11-20,2023-12-03,PO-0878-YJJN,WGLM6397054812707,Net 30,0,none
INV-09082,NewVendor_9082 IT Solutions Pvt Ltd,10XAIUR0446L8M6,4677384.99,841929.3,0.18,2023-09-04,2023-09-06,PO-6169-JAGA,CMWL7446096227732,Net 30,1,new_vendor_high_amount
INV-07796,3i Infotech,68JFCCR6660P0N4,592025.19,106564.53,0.18,2023-03-23,2023-03-28,PO-0730-NZHI,XXJP5932125490162,Net 45,0,none
INV-00436,Infostretch Corp,54JDQHL2140L0A3,106338.12,19140.86,0.18,2023-05-19,2023-06-01,PO-5906-CIYB,ATOL2872376618802,Net 45,0,none
INV-07061,Wipro Technologies,69NFNFG9475I4R1,356637.3,64194.71,0.18,2024-04-08,2024-04-15,PO-9921-GHCH,ZUPT8856179560914,Net 45,0,none
INV-02596,Newgen Software,96WDAOF1307T2B5,587745.2,105794.14,0.18,2024-06-13,2024-06-20,PO-8647-NYTE,ZVAV2798537321913,Net 60,0,none
INV-02883,Saksoft Ltd,80AHUXH4281M5Z6,1444476.87,260005.84,0.18,2024-02-08,2024-02-23,PO-9867-NHAO,HEZJ2452796367589,Net 30,0,none
INV-03370,Intellect Design,01NIEOP0002L0N2,847843.64,152611.86,0.18,2023-11-20,2023-12-05,PO-6261-OQSU,BSXL3681265929761,Net 45,0,none
INV-00758,Newgen Software,96WDAOF1307T2B5,410550.13,73899.02,0.18,2024-01-11,2024-01-23,PO-7334-AVHA,ZVAV2798537321913,Net 45,0,none
INV-00884,Trigent Software,36QTNYS5556X2N0,978938.4,176208.91,0.18,2024-08-06,2024-08-09,PO-4692-GXFE,ECZJ1508087801977,Net 60,0,none
INV-01267,KALS Info Systems,94MSBNM9654Q1J8,273781.9,49280.74,0.18,2024-09-25,2024-09-26,PO-3212-GJTF,DGBS9006011018028,Net 60,0,none
INV-06092,Redington India,74KICEN7451I0R9,724961.79,130493.12,0.18,2024-12-06,2024-12-11,PO-0093-LBUS,SIXB8636619074973,Net 30,0,none
INV-07801,Infosys BPM Ltd,68WMBDP4359A6Y4,1509184.43,271653.2,0.18,2023-08-17,2023-08-31,PO-9021-AHXB,FQYO8585635822023,Net 30,0,none
INV-08162,Subex Ltd,30VHFNS3751Q1W1,1773172.38,319171.03,0.18,2023-06-15,2023-06-18,PO-1276-DLBK,ELVQ0484796554552,Net 60,0,none
INV-07406,Mindtree Solutions,41KAGCW4268B9S1,254857.8,45874.4,0.18,2023-12-11,2023-12-16,PO-6222-SRRW,LHQZ3386182735187,Net 60,0,none
INV-00021,Hexaware Technologies,73UYSOI6520N3R6,633286.74,113991.61,0.18,2023-11-02,2023-11-16,PO-9604-NLUA,WJUQ9385943177536,Net 60,0,none
INV-00129,Nihilent Ltd,40FXSPS1480H9K9,463791.57,83482.48,0.18,2023-09-04,2023-09-16,PO-5993-TDXZ,EEBH9895003066871,Net 60,0,none
INV-08005,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1691990.26,304558.25,0.18,2024-02-20,2024-03-05,PO-4076-KTMB,IYYO4074583251825,Net 45,0,none
INV-03768,KALS Info Systems,94MSBNM9654Q1J8,406938.91,73249.0,0.18,2023-05-31,2023-06-09,PO-8383-NBKT,DGBS9006011018028,Net 60,0,none
INV-02707,Cyient Ltd,72RREQY3980C4W7,1367881.68,246218.7,0.18,2024-05-14,2024-05-27,PO-1154-OIZO,IECV9217915203127,Net 45,0,none
INV-05439,Hexaware Technologies,73UYSOI6520N3R6,589942.35,106189.62,0.18,2023-06-05,2023-06-11,PO-8955-YEKM,WJUQ9385943177536,Net 30,0,none
INV-09385,Sonata Software,32OVHHT7499K8D7,844932.66,152087.88,0.18,2023-10-20,2023-11-04,,YADT3226199171827,Net 60,1,missing_po
INV-01773,KPIT Technologies,38VEAAX3653Y0Y0,641376.55,115447.78,0.18,2024-11-27,2024-12-08,PO-0170-VOQW,FKSA0820239639002,Net 30,0,none
INV-09932,3i Infotech,68JFCCR6660P0N4,614944.61,110690.03,0.18,2024-10-28,2025-04-18,PO-3348-GPZE,XXJP5932125490162,Net 45,1,late_submission
INV-05320,Infostretch Corp,54JDQHL2140L0A3,138855.47,24993.98,0.18,2024-09-05,2024-09-08,PO-5451-NIPP,ATOL2872376618802,Net 60,0,none
INV-00526,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1306191.67,235114.5,0.18,2024-04-19,2024-05-02,PO-0177-XHXJ,IYYO4074583251825,Net 30,0,none
INV-09057,Geometric Ltd,90XHMDH5605X3E0,222411.57,40034.08,0.18,2023-01-02,2023-01-07,PO-4471-NWAJ,ZVZR2605281559933,Net 45,1,amount_above_po
INV-08350,TCS Digital Solutions,27KTEYT5863X9D1,1756211.68,316118.1,0.18,2024-08-12,2024-08-16,PO-7963-HHAZ,FAPF5400877480084,Net 60,0,none
INV-06280,Mastech Digital,27OSVKU6942X0L4,1440651.61,259317.29,0.18,2024-10-14,2024-10-22,PO-6224-TUUN,GRRS8527255351787,Net 60,0,none
INV-03445,Cybage Software,98HJBYU1008W1C4,1420614.36,255710.58,0.18,2024-02-26,2024-03-08,PO-3231-GMZJ,WGLM6397054812707,Net 60,0,none
INV-01283,Hexaware Technologies,73UYSOI6520N3R6,555074.19,99913.35,0.18,2024-07-08,2024-07-17,PO-1013-SJLH,WJUQ9385943177536,Net 45,0,none
INV-05800,Intellect Design,01NIEOP0002L0N2,824401.3,148392.23,0.18,2023-09-11,2023-09-17,PO-2698-FFTB,BSXL3681265929761,Net 30,0,none
INV-08320,Accelya Solutions,24BSBQF3370E9Q0,2152745.32,387494.16,0.18,2024-10-04,2024-10-07,PO-1627-ZAFY,TBBS8321851120284,Net 30,0,none
INV-02269,Infosys BPM Ltd,68WMBDP4359A6Y4,1273766.72,229278.01,0.18,2024-02-22,2024-03-03,PO-7660-NSSW,FQYO8585635822023,Net 30,0,none
INV-01579,Nihilent Ltd,40FXSPS1480H9K9,439533.66,79116.06,0.18,2024-11-28,2024-12-10,PO-4884-EZLL,EEBH9895003066871,Net 45,0,none
INV-05591,Geometric Ltd,90XHMDH5605X3E0,88014.28,15842.57,0.18,2024-12-09,2024-12-13,PO-5906-CIYB,ZVZR2605281559933,Net 30,0,none
INV-01213,Xoriant Solutions,76CCDAX0817X2D1,1532339.72,275821.15,0.18,2024-04-25,2024-05-05,PO-3008-XWDS,KMUY6413692964089,Net 45,0,none
INV-02977,HCL Services Pvt Ltd,06XCPDQ3781A7P5,95532.61,17195.87,0.18,2023-04-20,2023-05-02,PO-5465-RNOE,YREG7445396518713,Net 30,0,none
INV-00624,Zensar IT Services,09TZXPP4803A4M3,298593.01,53746.74,0.18,2023-04-06,2023-04-07,PO-8727-YEFK,MTDJ1912550590581,Net 60,0,none
INV-02268,Accelya Solutions,24BSBQF3370E9Q0,2219969.27,399594.47,0.18,2023-04-10,2023-04-14,PO-8171-JQWY,TBBS8321851120284,Net 30,0,none
INV-02347,Kellton Tech,86ZEYPH2930B1L1,241988.88,43558.0,0.18,2023-05-09,2023-05-24,PO-3510-CBYL,HNPR8007103208557,Net 30,0,none
INV-01311,Cybage Software,98HJBYU1008W1C4,995070.03,179112.61,0.18,2024-01-15,2024-01-26,PO-7417-YKIL,WGLM6397054812707,Net 60,0,none
INV-01509,Nihilent Ltd,40FXSPS1480H9K9,584789.76,105262.16,0.18,2023-09-11,2023-09-24,PO-6042-VJLF,EEBH9895003066871,Net 60,0,none
INV-08449,Intellect Design,01NIEOP0002L0N2,960841.33,172951.44,0.18,2023-08-07,2023-08-13,PO-1596-OPPA,BSXL3681265929761,Net 60,0,none
INV-00726,Happiest Minds,08NATVA6271Q6X4,272699.57,49085.92,0.18,2024-09-30,2024-10-07,PO-7835-ACRP,IYWI6974159329184,Net 30,0,none
INV-04026,Tanla Platforms,59LWUTS7773W2B4,2091585.88,376485.46,0.18,2024-04-29,2024-05-10,PO-6374-ZCEB,HOSN7336413677532,Net 45,0,none
INV-05009,3i Infotech,68JFCCR6660P0N4,498103.89,89658.7,0.18,2024-07-22,2024-08-01,PO-8727-YEFK,XXJP5932125490162,Net 30,0,none
INV-07513,Savex Technologies,76UXAQM2870D6A5,881714.67,158708.64,0.18,2023-08-14,2023-08-25,PO-5862-FRAZ,JBED3078188120744,Net 45,0,none
INV-02831,Redington India,74KICEN7451I0R9,796219.52,143319.51,0.18,2024-02-12,2024-02-17,PO-5014-RCOO,SIXB8636619074973,Net 45,0,none
INV-00703,Tata Elxsi,97SMFIV1461U2P8,1361439.13,245059.04,0.18,2023-09-28,2023-10-05,PO-1596-OPPA,EGTM3209446746385,Net 60,0,none
INV-02291,Mastech Digital,27OSVKU6942X0L4,1740219.22,313239.46,0.18,2023-03-01,2023-03-05,PO-8727-YEFK,GRRS8527255351787,Net 30,0,none
INV-04590,Persistent Systems,64YNHIH3193U2F2,1552901.31,279522.24,0.18,2023-06-19,2023-06-22,PO-5621-WCLI,QFQJ7666680899218,Net 45,0,none
INV-08683,TCS Digital Solutions,27KTEYT5863X9D1,884984.92,159297.29,0.18,2024-08-12,2024-08-17,PO-6391-ZNPD,FAPF5400877480084,Net 30,1,split_invoice
INV-02332,Datamatics Global,72BCSBC0104B2T5,1901505.46,342270.98,0.18,2023-05-29,2023-05-30,PO-6097-GCLD,MAPT2682906393328,Net 60,0,none
INV-01346,Happiest Minds,08NATVA6271Q6X4,176212.26,31718.21,0.18,2024-09-24,2024-10-08,PO-1013-SJLH,IYWI6974159329184,Net 45,0,none
